,Distinction,Name,Location,Price,Cuisine
1142,1 Star,Guillaume Scheer - Les Plaisirs Gourmands,"Schiltigheim, France",€€€€,Modern Cuisine
1143,1 Star,Grand Hôtel du Lion d'Or,"Romorantin-Lanthenay, France",€€€€,Modern Cuisine
1144,1 Star,Lait Thym Sel,"Angers, France",€€€€,Creative
1145,1 Star,Rosmadec Le Moulin,"Pont-Aven, France",€€€€,Modern Cuisine
1146,1 Star,Les Cèdres,"Granges-les-Beaumont, France",€€€€,Classic Cuisine
1147,1 Star,L'Almandin,"Saint-Cyprien, France",€€€,Modern Cuisine
1148,1 Star,L'Auberge de Saint-Rémy - Fanny Rey & Jonathan Wahid,"Saint-Rémy-de-Provence, France",€€€€,Modern Cuisine
1149,1 Star,Le Kaïku,"Saint-Jean-de-Luz, France",€€€,Modern Cuisine
1150,1 Star,Le Saint Placide,"Saint-Malo, France",€€€€,Creative
1151,1 Star,La Vieille Tour,"Plérin, France",€€€,Modern Cuisine
1152,1 Star,L'Archeste,"Paris, France",€€€€,Modern Cuisine
1153,1 Star,La Scène Thélème,"Paris, France",€€€,Modern Cuisine
1154,1 Star,Bellefeuille - Saint James Paris,"Paris, France",€€€€,Creative
1155,1 Star,L'Odas,"Rouen, France",€€€€,Creative
1156,1 Star,Pages,"Paris, France",€€€€,Modern Cuisine
1157,1 Star,Racines,"Rennes, France",€€€,Modern Cuisine
1158,1 Star,L'Atelier des Augustins,"Lyon, France",€€€,Modern Cuisine
1159,1 Star,The Marcel,"Sète, France",€€€€,Mediterranean Cuisine
1160,1 Star,Le Clocher des Pères,"Saint-Martin-sur-la-Chambre, France",€€€,Creative
1161,1 Star,Ima,"Rennes, France",€€€€,Creative
1162,1 Star,Le Grand Cerf,"Montchenot, France",€€€€,Classic Cuisine
1163,1 Star,La Table du Gourmet,"Riquewihr, France",€€€€,Creative
1164,1 Star,Shang Palace,"Paris, France",€€€€,Chinese
1165,1 Star,Saisons,"Écully, France",€€€€,Modern Cuisine
1166,1 Star,Château Eza,"Èze, France",€€€€,Modern Cuisine
1167,1 Star,Toya,"Faulquemont, France",€€€€,Creative
1168,1 Star,Le Lièvre Gourmand,"Orléans, France",€€€,Creative
1169,1 Star,L'O des Vignes,"Fuissé, France",€€€,Modern Cuisine
1170,1 Star,Les Ducs de Lorraine,"Epinal, France",€€€€,Modern Cuisine
1171,1 Star,Pierre,"Mâcon, France",€€€,Classic Cuisine
1172,1 Star,Bessem,"Mandelieu-La Napoule, France",€€€,Modern Cuisine
1173,1 Star,Le Passe Temps,"Lyon, France",€€€€,Creative
1174,1 Star,Le Manoir du Lys,"Bagnoles-de-l'Orne, France",€€€€,Modern Cuisine
1175,1 Star,Le Favori - Les Sources de Cheverny,"Cheverny, France",€€€€,Modern Cuisine
1176,1 Star,La Table des Frères Ibarboure,"Bidart, France",€€€€,Modern Cuisine
1177,1 Star,L'Arnsbourg,"Baerenthal, France",€€€€,Modern Cuisine
1178,1 Star,L'Étang du Moulin,"Bonnétage, France",€€€€,Modern Cuisine
1179,1 Star,L'Observatoire du Gabriel,"Bordeaux, France",€€€€,Modern Cuisine
1180,1 Star,Le Prince Noir - Vivien Durand,"Lormont, France",€€€€,Modern Cuisine
1181,1 Star,La Bastide,"Bonnieux, France",€€€€,Provençal
1182,1 Star,FIEF,"Paris, France",€€€€,Modern Cuisine
1183,1 Star,Pantagruel,"Paris, France",€€€€,Modern Cuisine
1184,1 Star,Le Petit Léon,"Saint-Léon-sur-Vézère, France",€€€,Modern Cuisine
1185,1 Star,L'Embrun,"Brest, France",€€€,Modern Cuisine
1186,1 Star,Le Grill,"Monaco, France",€€€€,Classic Cuisine
1187,1 Star,Automne,"Paris, France",€€€€,Modern Cuisine
1188,1 Star,Arbore & Sens,"Loches, France",€€€,Modern Cuisine
1189,1 Star,La Table d'Antonio Salvatore au Rampoldi,"Monaco, France",€€€€,Italian
1190,1 Star,CIBO,"Dijon, France",€€€€,Modern Cuisine
1191,1 Star,Sources,"Lorient, France",€€€,Modern Cuisine
1192,1 Star,Virtus,"Paris, France",€€€€,Modern Cuisine
1193,1 Star,La Flibuste,"Villeneuve-Loubet, France",€€€€,Modern Cuisine
1194,1 Star,Bacôve,"Saint-Omer, France",€€€,Modern Cuisine
1195,1 Star,Auberge de Montfleury,"Saint-Germain, France",€€€,Modern Cuisine
1196,1 Star,Le Mas Bottero,"Saint-Cannat, France",€€€,Modern Cuisine
1197,1 Star,Restaurant de la Loire,"Pouilly-sous-Charlieu, France",€€€,Modern Cuisine
1198,1 Star,Le Moulin de la Gorce,"La Roche-l'Abeille, France",€€€€,Classic Cuisine
1199,1 Star,La Table du 11,"Versailles, France",€€€€,Modern Cuisine
1200,1 Star,Les Belles Perdrix de Troplong Mondot,"Saint-Emilion, France",€€€€,Modern Cuisine
1201,1 Star,La Pomme d'Api,"Saint-Pol-de-Léon, France",€€€€,Creative
1202,1 Star,Le Village Tomohiro,"Marly-le-Roi, France",€€€,Modern Cuisine
1203,1 Star,Le Panoramique - Domaine de la Corniche,"Rolleboise, France",€€€,Modern Cuisine
1204,1 Star,Le Quincangrogne,"Dampmart, France",€€€,Modern Cuisine
1205,1 Star,Le Brittany,"Roscoff, France",€€€€,Modern Cuisine
1206,1 Star,L'Hysope,"La Jarrie, France",€€€,Creative
1207,1 Star,Jacques Faussat,"Paris, France",€€€,Traditional Cuisine
1208,1 Star,Les Terrasses de Lyon,"Lyon, France",€€€€,Modern Cuisine
1209,1 Star,Auberge du Pont d'Acigné,"Noyal-sur-Vilaine, France",€€€,Modern Cuisine
1210,1 Star,Les Trois Soleils de Montal,"Saint-Céré, France",€€€,Modern Cuisine
1211,1 Star,Astrance,"Paris, France",€€€€,Creative
1212,1 Star,Villa9Trois,"Montreuil, France",€€€,Modern Cuisine
1213,1 Star,L'Arcane,"Paris, France",€€€€,Modern Cuisine
1214,1 Star,Le Bon Accueil,"Malbuisson, France",€€€,Modern Cuisine
1215,1 Star,L'Axel,"Fontainebleau, France",€€€€,Modern Cuisine
1216,1 Star,La Marande,"Montbellet, France",€€€,Modern Cuisine
1217,1 Star,Le Verbois,"Chantilly, France",€€€€,Modern Cuisine
1218,1 Star,Auberge de la Brie,"Couilly-Pont-aux-Dames, France",€€€,Modern Cuisine
1219,1 Star,Origine,"Dijon, France",€€€,Modern Cuisine
1220,1 Star,L'Aupiho - Domaine de Manville,"Les Baux-de-Provence, France",€€€€,Modern Cuisine
1221,1 Star,L'Oiseau Bleu,"Bordeaux, France",€€€,Modern Cuisine
1222,1 Star,Soléna,"Bordeaux, France",€€€€,Modern Cuisine
1223,1 Star,Les Fresques - Hôtel Royal,"Évian-les-Bains, France",€€€€,Modern Cuisine
1224,1 Star,Le Relais de la Poste,"La Wantzenau, France",€€€€,Modern Cuisine
1225,1 Star,La Table d'Hôtes - Le Quatrième Mur,"Bordeaux, France",€€€€,Modern Cuisine
1226,1 Star,Assa,"Blois, France",€€€€,Creative
1227,1 Star,Yoshi,"Monaco, France",€€€€,Japanese
1228,1 Star,La Table de Castigno,"Assignan, France",€€€€,Modern Cuisine
1229,1 Star,Château d'Adoménil,"Lunéville, France",€€€€,Modern Cuisine
1230,1 Star,Maison Desamy,"Mareuil-sur-Lay-Dissais, France",€€€,Modern Cuisine
1231,1 Star,Il Carpaccio,"Paris, France",€€€€,Italian
1232,1 Star,L'Opidom,"Fondettes, France",€€€,Creative
1233,1 Star,Le Prieuré,"Villeneuve-lès-Avignon, France",€€€€,Creative
1234,1 Star,Les Funambules,"Strasbourg, France",€€€,Modern Cuisine
1235,1 Star,L'Or Q'idée,"Pontoise, France",€€€€,Modern Cuisine
1236,1 Star,La Mare aux Oiseaux,"Saint-Joachim, France",€€€€,Creative
1237,1 Star,La Source,"Saint-Galmier, France",€€€,Modern Cuisine
1238,1 Star,Le Hittau,"Saint-Vincent-de-Tyrosse, France",€€€,Modern Cuisine
1239,1 Star,Maison Ruffet - Villa Navarre,"Pau, France",€€€,Modern Cuisine
1240,1 Star,L'Aquarelle,"Breuillet, France",€€€,Creative
1241,1 Star,Aux Pesked,"Saint-Brieuc, France",€€€,Seafood
1242,1 Star,La Table de Cédric Béchade - L'Auberge Basque,"Saint-Pée-sur-Nivelle, France",€€€€,Creative
1243,1 Star,Logis de la Cadène,"Saint-Emilion, France",€€€€,Modern Cuisine
1244,1 Star,Le Gindreau,"Saint-Médard, France",€€€€,Creative
1245,1 Star,Au Vieux Couvent,"Rhinau, France",€€€€,Modern Cuisine
1246,1 Star,L'Escarbille,"Meudon, France",€€€€,Classic Cuisine
1247,1 Star,Frédéric Simonin,"Paris, France",€€€€,Modern Cuisine
1248,1 Star,Le Gourmet de Sèze,"Lyon, France",€€€,Classic Cuisine
1249,1 Star,La Table d'Hôtes - La Rôtisserie du Chambertin,"Gevrey-Chambertin, France",€€€€,Modern Cuisine
1250,1 Star,La Licorne Royale,"Lyons-la-Forêt, France",€€€€,Modern Cuisine
1251,1 Star,Au 14 Février,"Lyon, France",€€€€,Creative
1252,1 Star,L'Auberge de Bagatelle,"Le Mans, France",€€€,Modern Cuisine
1253,1 Star,Albert 1er,"Chamonix-Mont-Blanc, France",€€€€,Modern Cuisine
1254,1 Star,Le 1862 - Les Glycines,"Les Eyzies-de-Tayac-Sireuil, France",€€€€,Modern Cuisine
1255,1 Star,Château du Mont Joly,"Sampans, France",€€€€,Modern Cuisine
1256,1 Star,Ô Flaveurs,"Douvaine, France",€€€€,Modern Cuisine
1257,1 Star,L'Oustalet,"Gigondas, France",€€€,Modern Cuisine
1258,1 Star,Le Jardin des Plumes,"Giverny, France",€€€€,Creative
1259,1 Star,Prairial,"Lyon, France",€€€,Creative
1260,1 Star,Côté Jardin,"Gien, France",€€€,Creative
1261,1 Star,Le Donjon - Domaine Saint-Clair,"Etretat, France",€€€€,Modern Cuisine
1262,1 Star,La Gouesnière - Domaine du Limonay,"Saint-Méloir-des-Ondes, France",€€€,Modern Cuisine
1263,1 Star,La Palmeraie - Château de Valmer,"La Croix-Valmer, France",€€€€,Modern Cuisine
1264,1 Star,La Petite Maison de Cucuron,"Cucuron, France",€€€,Classic Cuisine
1265,1 Star,Le Pourquoi Pas,"Dinard, France",€€€€,Modern Cuisine
1266,1 Star,La Renaissance,"Argentan, France",€€€,Modern Cuisine
1267,1 Star,A Casa di Mà,"Lumio, France",€€€€,Modern Cuisine
1268,1 Star,Les Pêcheurs,"Antibes, France",€€€€,Mediterranean Cuisine
1269,1 Star,Auberge Le Prieuré,"Moirax, France",€€€,Creative
1270,1 Star,Restaurant Julien Binz,"Ammerschwihr, France",€€€€,Modern Cuisine
1271,1 Star,Louroc - Hôtel du Cap-Eden-Roc,"Antibes, France",€€€€,Modern Cuisine
1272,1 Star,Le Relais des Moines,"Les Arcs, France",€€€€,Modern Cuisine
1273,1 Star,Mallory Gabsi,"Paris, France",€€€€,Modern Cuisine
1274,1 Star,Le Belvédère,"Bozouls, France",€€€€,Modern Cuisine
1275,1 Star,Le Figuier de Saint-Esprit,"Antibes, France",€€€€,Provençal
1276,1 Star,La Closerie,"Ansouis, France",€€€,Traditional Cuisine
1277,1 Star,Lamartine,"Le Bourget-du-Lac, France",€€€€,Modern Cuisine
1278,1 Star,Nhome,"Paris, France",€€€€,Creative
1279,1 Star,Aumì,"Puymoyen, France",€€€,Modern Cuisine
1280,1 Star,La Table de Philippe Girardon,"Chonas-l'Amballan, France",€€€€,Modern Cuisine
1281,1 Star,Il Cortile,"Mulhouse, France",€€€,Mediterranean Cuisine
1282,1 Star,Enfin,"Barr, France",€€€€,Modern Cuisine
1283,1 Star,Sushi Yoshinaga,"Paris, France",€€€€,Japanese
1284,1 Star,Maison Rosella par Francesco Di Marzio,"Port-Lesney, France",€€€€,Modern Cuisine
1285,1 Star,Le Chamarlenc,"Puy-en-Velay, France",€€€,Creative
1286,1 Star,Auberge de la Grive,"Trosly-Loire, France",€€€,Modern Cuisine
1287,1 Star,Restaurant Pierre Grein,"Manosque, France",€€€€,Modern Cuisine
1288,1 Star,Le Cin5 - Au Cœur du Village,"La Clusaz, France",€€€,Creative
1289,1 Star,Loiseau des Ducs,"Dijon, France",€€€€,Modern Cuisine
1290,1 Star,Fontevraud L'Ermitage,"Fontevraud-l'Abbaye, France",€€€€,Creative
1291,1 Star,Le Clair de la Plume,"Grignan, France",€€€€,Modern Cuisine
1292,1 Star,Auberge du Cep,"Fleurie, France",€€€,Modern Cuisine
1293,1 Star,Nakatani,"Paris, France",€€€€,Modern Cuisine
1294,1 Star,Le Feuillée - Le Couvent des Minimes,"Mane, France",€€€€,Modern Cuisine
1295,1 Star,Ithurria,"Ainhoa, France",€€€,Modern Cuisine
1296,1 Star,Le Puits du Trésor,"Lastours, France",€€€,Modern Cuisine
1297,1 Star,La Table de la Ferme,"Sartène, France",€€€€,Modern Cuisine
1298,1 Star,Auberge de l'Abbaye,"Ambronay, France",€€€€,Modern Cuisine
1299,1 Star,La Chassagnette,"Le Sambuc, France",€€€€,Creative
1300,1 Star,Le Farçon,"Courchevel, France",€€€,Modern Cuisine
1301,1 Star,Le P'tit Polyte,"Les Deux-Alpes, France",€€€€,Modern Cuisine
1302,1 Star,Au Gourmet,"Drusenheim, France",€€€,Modern Cuisine
1303,1 Star,Le Haut-Allier,"Alleyras, France",€€€,Modern Cuisine
1304,1 Star,Ivan Vautier,"Caen, France",€€€,Modern Cuisine
1305,1 Star,Atmosphères,"Le Bourget-du-Lac, France",€€€€,Creative
1306,1 Star,Le Moulin de l'Abbaye,"Brantôme, France",€€€,Modern Cuisine
1307,1 Star,Côté Cuisine,"Carnac, France",€€€,Modern Cuisine
1308,1 Star,Le Duèze - Château de Mercuès,"Mercuès, France",€€€€,Modern Cuisine
1309,1 Star,La Table Breizh Café,"Cancale, France",€€€€,Modern Cuisine
1310,1 Star,Rouge,"Nîmes, France",€€€€,Creative
1311,1 Star,Ô Saveurs,"Rouffiac-Tolosan, France",€€€,Modern Cuisine
1312,1 Star,Émilie & Thomas - Moulin de Cambelong,"Conques-en-Rouergue, France",€€€,Modern Cuisine
1313,1 Star,La Liégeoise,"Wimereux, France",€€€,Modern Cuisine
1314,1 Star,Ezia,"Montlivault, France",€€€,Modern Cuisine
1315,1 Star,Restaurant Hervé Busset,"Rodez, France",€€€,Modern Cuisine
1316,1 Star,La Bastide Bourrelly - Mathias Dandine,"Cabriès, France",€€€€,Provençal
1317,1 Star,Auberge de la Mine,"La Ferrière-aux-Étangs, France",€€€,Classic Cuisine
1318,1 Star,Têtedoie,"Lyon, France",€€€€,Creative
1319,1 Star,La Table de la Bergerie,"Bellevigne-en-Layon, France",€€€,Modern Cuisine
1320,1 Star,Datil,"Paris, France",€€€€,Modern Cuisine
1321,1 Star,Géosmine,"Paris, France",€€€€,Creative
1322,1 Star,Blanc,"Paris, France",€€€€,Creative
1323,1 Star,La Verrière,"Olmeto, France",€€€€,Modern Cuisine
1324,1 Star,La Chaumière,"Dole, France",€€€€,Creative
1325,1 Star,Baumanière 1850,"Courchevel, France",€€€€,Creative
1326,1 Star,Château de Pray,"Amboise, France",€€€,Modern Cuisine
1327,1 Star,Le Colombier,"Offranville, France",€€€,Modern Cuisine
1328,1 Star,Le Goût du Bonheur - La Fenière,"Cadenet, France",€€€€,Creative
1329,1 Star,Les Voiles d'Or,"Dieppe, France",€€€,Modern Cuisine
1330,1 Star,Auberge de la Charme,"Prenois, France",€€€,Creative
1331,1 Star,L'Esquisse,"Annecy, France",€€€€,Modern Cuisine
1332,1 Star,Pierre Reboul,"Aix-en-Provence, France",€€€€,Creative
1333,1 Star,Le Prieuré,"Ambierle, France",€€€,Modern Cuisine
1334,1 Star,L'Essentiel,"Deauville, France",€€€,Modern Cuisine
1335,1 Star,Maximin Hellio,"Deauville, France",€€€€,Modern Cuisine
1336,1 Star,Le Saint-Estève,"Le Tholonet, France",€€€€,Modern Cuisine
1337,1 Star,Nicolas Carro - Hôtel de Carantec,"Carantec, France",€€€€,Modern Cuisine
1338,1 Star,Les Genêts,"Brem-sur-Mer, France",€€€,Creative
1339,1 Star,La Rotonde des Trésoms,"Annecy, France",€€€€,Modern Cuisine
1340,1 Star,Maison Tiegezh,"Guer, France",€€€,Modern Cuisine
1341,1 Star,Jean-Marc Pérochon,"Bretignolles-sur-Mer, France",€€€,Modern Cuisine
1342,1 Star,Cueillette,"Altillac, France",€€€,Modern Cuisine
1343,1 Star,L'Hirondelle - Château de Collias,"Collias, France",€€€€,Modern Cuisine
1344,1 Star,L'Émulsion,"Saint-Alban-de-Roche, France",€€€€,Modern Cuisine
1345,1 Star,La Table d'Olivier,"Brive-la-Gaillarde, France",€€€,Modern Cuisine
1346,1 Star,Ōrtensia,"Paris, France",€€€€,Modern Cuisine
1347,1 Star,La Coopérative - Domaine Riberach,"Bélesta, France",€€€,Creative
1348,1 Star,Ressources,"Bordeaux, France",€€€,Modern Cuisine
1349,1 Star,de:ja,"Strasbourg, France",€€€€,Creative
1350,1 Star,L'Impulsif,"Châtel-Guyon, France",€€€,Creative
1351,1 Star,Intuition,"Saint-Lô, France",€€€,Modern Cuisine
1352,1 Star,Les Cadets,"Nantes, France",€€€,Modern Cuisine
1353,1 Star,Apicius,"Paris, France",€€€€,Modern Cuisine
1354,1 Star,L’Épicurien - Abbaye de Villeneuve,"Les Sorinières, France",€€€,Modern Cuisine
1355,1 Star,Le Saint Hilaire,"Saint-Hilaire-de-Brethmas, France",€€€,Modern Cuisine
1356,1 Star,Maison Dubois,"Paris, France",€€€€,Modern Cuisine
1357,1 Star,Hémicycle,"Paris, France",€€€€,Modern Cuisine
1358,1 Star,Nacre,"Arès, France",€€€,Modern Cuisine
1359,1 Star,Calice,"Béziers, France",€€€,Modern Cuisine
1360,1 Star,The Legacy House,"Hong Kong, Hong Kong SAR China",$$$,Shun Tak
1361,1 Star,Zuicho,"Hong Kong, Hong Kong SAR China",$$$$,Japanese
1362,1 Star,Ryota Kappou Modern,"Hong Kong, Hong Kong SAR China",$$$,Japanese
1363,1 Star,Louise,"Hong Kong, Hong Kong SAR China",$$$,French Contemporary
1364,1 Star,Five Foot Road,Macau,$$,Sichuan
1365,1 Star,Zi Yat Heen,Macau,$$$,Cantonese
1366,1 Star,Seventh Son (Wan Chai),"Hong Kong, Hong Kong SAR China",$$,Cantonese
1367,1 Star,Sushi Saito,"Hong Kong, Hong Kong SAR China",$$$$,Sushi
1368,1 Star,Liu Yuan Pavilion,"Hong Kong, Hong Kong SAR China",$$,Shanghainese
1369,1 Star,Hansik Goo,"Hong Kong, Hong Kong SAR China",$$$$,Korean
1370,1 Star,Belon,"Hong Kong, Hong Kong SAR China",$$$$,French Contemporary
1371,1 Star,Gaddi's,"Hong Kong, Hong Kong SAR China",$$$$,French
1372,1 Star,Mandarin Grill + Bar,"Hong Kong, Hong Kong SAR China",$$$$,European Contemporary
1373,1 Star,Duddell's,"Hong Kong, Hong Kong SAR China",$$$,Cantonese
1374,1 Star,Épure,"Hong Kong, Hong Kong SAR China",$$$,French Contemporary
1375,1 Star,Man Ho (Admiralty),"Hong Kong, Hong Kong SAR China",$$$,Cantonese
1376,1 Star,Cristal Room by Anne-Sophie Pic,"Hong Kong, Hong Kong SAR China",$$$$,French Contemporary
1377,1 Star,Yè Shanghai (Tsim Sha Tsui),"Hong Kong, Hong Kong SAR China",$$,Shanghainese
1378,1 Star,Andō,"Hong Kong, Hong Kong SAR China",$$$,Innovative
1379,1 Star,Yardbird,"Hong Kong, Hong Kong SAR China",$$,Yakitori
1380,1 Star,Shang Palace,Hong Kong,$$$,Cantonese
1381,1 Star,Spring Moon,Hong Kong,$$$,Cantonese
